"book_id","title","author","categories"
"5cc77fe96cee070008a15b37","Doing Justice","Preet Bharara","Society & Culture"
"539821146631660007020000","Why We Love","Helen Fisher","Psychology, Sex & Relationships"
"5885f2045806db0004d7fedb","Super Brain","Deepak Chopra and Rudolph E. Tanzi","Psychology, Health & Nutrition"
"5eebd93a6cee070006f6a3df","Transcend","Scott Barry Kaufman","Psychology, Personal Development"
"53c628523839340007210000","No Place to Hide","Glenn Greenwald","Technology & the Future, Politics"
"5c969a166cee070007970941","Das falsche Leben","Hans-Joachim Maaz","Psychology, Society & Culture"
"5345422d3635310007060200","Die Talent-Lüge","Daniel Coyle","Education, Personal Development"
"53a9d57c66656300071c0000","The Power of Positive Thinking","Norman Vincent Peale","Motivation & Inspiration"
"59dc73cbb238e10005594b45","Everybody Lies","Seth Stephens-Davidowitz","Psychology, Economics"
"570976e58b5d6e00030000a0","The Industries of the Future","Alec Ross","Technology & the Future, Economics"
"553e266c38393500071c0000","So You’ve Been Publicly Shamed","Jon Ronson","Society & Culture"
"5b69b5afb238e10007479767","How to Change Your Mind","Michael Pollan","Motivation & Inspiration, Psychology, Health & Nutrition, Religion & Spirituality"
"5aa6e7c0b238e10007af447c","Hue 1968","Mark Bowden","History"
"5cb5f4036cee0700071a2af2","Richtig reich","Michael Braun Alexander","Money & Investments"
"5d8a0c976cee0700095f1b7d","Crisis in the Red Zone","Richard Preston","Health & Nutrition"
"5d00b63c6cee070007f2858d","Sleep Smarter","Shawn Stevenson","Health & Nutrition"
"5d4bd6e76cee070007daac1f","A Monk's Guide to Happiness","Gelong Thubten","Mindfulness & Happiness"
"575410843ead360003c8e752","30 Ways to Reboot Your Body","Ben Greenfield","Personal Development, Health & Nutrition"
"5b15e88eb238e10007989703","Russian Roulette","Michael Isikoff and David Corn","Politics"
"55c0c42d3439630007510000","InGenius","Tina Seelig","Creativity"
"5891f38c78a78e0004051ac2","The Dark Net","Jamie Bartlett","Technology & the Future"
"5385e9e86162380007ad0000","Positioning","Al Ries & Jack Trout","Marketing & Sales"
"579260be172bb20003045632","Heretic","Ayaan Hirsi Ali","Religion & Spirituality, Society & Culture"
"57dd860df9916500030ea79b","Queen of Fashion","Caroline Weber ","Biography & Memoir"
"5cbcdf856cee070007d5c970","Girl, Stop Apologizing","Rachel Hollis","Personal Development, Career & Success"
"5cc77c766cee0700082211c6","Über das Strafen","Thomas Fischer","Society & Culture, Politics"
"53722ab86264390007040000","Happiness","Richard Layard","Mindfulness & Happiness"
"55c1255334396300071c0100","Das fünfte Versprechen","Don Miguel Ruiz und Don Jose Ruiz","Mindfulness & Happiness, Religion & Spirituality, Motivation & Inspiration"
"590e586cb238e1000792caff","The Wild Diet","Abel James","Health & Nutrition"
"5e8792cd6cee070007bf058e","Kleine Philosophie für Nichtphilosophen","Friedhelm Moser","Philosophy"
"534e9a5865316600073a0000","You Are Not a Gadget","Jaron Lanier","Technology & the Future"
"576ba534e0dd250003d615a6","The Happiest Baby on the Block","Harvey Karp","Parenting"
"540d62f36661340008000000","Persönlichkeit","Daniel Nettle","Psychology, Personal Development"
"58b21329ae485a00045cfcee","The Life-Changing Magic of Not Giving a F*ck","Sarah Knight","Personal Development"
"55daef371f4e6e000900004e","The Politics of Promotion","Bonnie Marcus","Society & Culture, Career & Success, Management & Leadership"
"57d7a53ffe3591000389f7a4","Arm und Reich","Jared Diamond","Society & Culture, History"
"519de722e4b0a17389a8ac0c","The Innovator’s Dilemma","Clayton M. Christensen","Creativity, Entrepreneurship"
"547c891c6363300009580400","Finding the Next Steve Jobs","Nolan Bushnell","Creativity, Management & Leadership"
"507d51ace4b0ffeb06f2ef5d","Lean Startup","Eric Ries","Entrepreneurship"
"5beadd136cee070007d42951","Schwindsucht","Ulrike Moser","Health & Nutrition, History"
"5accb7f6b238e1000747deb6","The Radium Girls","Kate Moore","Biography & Memoir"
"5f527e546cee070006424328","Fix This Next","Mike Michalowicz","Entrepreneurship"
"5694b4ca2f68270007000036","Cooking Up a Business","Rachel Hofstetter","Entrepreneurship"
"5c23596e6cee070008e7a08e","Seven Brief Lessons on Physics","Carlo Rovelli","Education, Science"
"5919aa22b238e100066a4f2e","Fear","Joanna Bourke","Psychology, History"
"56dd900e24b39b000700001a","The Gift of Failure","Jessica Lahey","Parenting"
"5694af982f68270007000012","Superforecasting","Philip E. Tetlock and Dan Gardner ","Management & Leadership"
"589506be0be35600040371a7","Confidence Code","Katty Kay, Claire Shipman","Personal Development, Society & Culture, Career & Success"
"55925b8d6561380007550000","Endlich Nichtraucher","Allen Carr","Personal Development, Health & Nutrition"
"5b8307d3b238e10007d7ded1","Das geheime Netzwerk der Natur","Peter Wohlleben","Nature & Environment"
"5ade048bb238e10007bda159","Women and Power","Mary Beard","Society & Culture"
"5a5ca063b238e10007659d2f","The Fourth Industrial Revolution","Klaus Schwab","Economics"
"52cab29c6435330012000000","Why We Get Fat","Gary Taubes","Health & Nutrition"
"5984e667b238e1000629007d","Zen Mind, Beginner’s Mind","Shunryu Suzuki","Philosophy, Mindfulness & Happiness, Religion & Spirituality"
"59062d1bb238e10008b856fb","12"," Rodd Wagner & James K. Harter, PhD","Management & Leadership"
"596c9f05b238e10005430c4d","Learning Leadership","James Kouzes and Barry Posner","Management & Leadership"
"5dec24056cee070008921113","Der größte Crash aller Zeiten","Marc Friedrich & Matthias Weik","Money & Investments, Economics"
"54e45fda393761000a060000","Strategy Safari","Henry Mintzberg; Bruce Ahlstrand; Joseph Lampel","Management & Leadership"
"590e5552b238e1000792cade","Das Prinzip der Pyramide","Barbara Minto","Psychology, Communication Skills"
"580614c5319fa90003feb9b8","The Ideal Team Player","Patrick Lencioni","Corporate Culture"
"59887313b238e100062900e1","Language Intelligence","Joseph J Romm","Communication Skills"
"5428126433386600081a0000","Dragnet Nation","Julia Angwin","Technology & the Future, Society & Culture"
"57237193d1d9bc0003210be2","Im Spiegel der Sprache","Guy Deutscher","Science, Communication Skills"
"58130fe8f70d8c00030942d3","Sprint","Jake Knapp, John Zeratsky & Braden Kowitz","Entrepreneurship"
"530caf8a3533320008110000","Neustart","Patrick D. Cowden","Corporate Culture, Management & Leadership"
"5dcac5806cee070007e48571","Objections","Jeb Blount","Communication Skills"
"59a96819b238e10005b9a258","Die große Verführung","Robert Levine","Communication Skills"
"5dcac9476cee07000744cdf9","Inside Out","Demi Moore","Biography & Memoir"
"5c3d0d4b6cee07000791ad56","Locking Up Our Own","James Forman Jr.","Society & Culture"
"58fc8ce3a6d7cf0004aeb8cf","The Double Helix","James D. Watson","Psychology"
"5a92ce8bb238e10007b13ace","Denk doch, was du willst","Thorsten Havener","Psychology, Communication Skills"
"58bea6168eba16000496c7f5","Trying Not to Try","Edward Slingerland","Philosophy, Mindfulness & Happiness"
"5d8a25ed6cee0700095f1c42","The Mosquito","Timothy C. Winegard","Nature & Environment"
"568afcd0de78c00007000021","Connect","Josh Turner","Marketing & Sales, Management & Leadership"
"5f0d6b466cee07000679703a","Update für dein Unterbewusstsein","Thimon von Berlepsch","Psychology, Personal Development"
"5dfcc9546cee0700082437f2","In aller Munde","Dominik Nischwitz","Health & Nutrition"
"56faa6c6df814200070000a0","What the Fork Are You Eating?","Stefanie Sacks","Health & Nutrition"
"5f084bae6cee07000616721b","Slow","Winfried Hille","Mindfulness & Happiness"
"5a9684bab238e100088283e3","Soonish","Kelly Weinersmith and Zach Weinersmith","Technology & the Future"
"5637751f62346500076b0000","Conscious Business","Fred Kofman","Corporate Culture, Management & Leadership"
"5df8e0676cee07000a94e8d9","Do Breathe","Michael Townsend Williams","Productivity, Mindfulness & Happiness"
"5e5f970e6cee0700069aea34","Why We Can’t Sleep","Ada Calhoun","Health & Nutrition"
"5da9b7826cee0700074e3a7f","Managing Up","Mary Abbajay","Career & Success"
"516bc567e4b01b686deb9b2a","Das Ende der Weltwirtschaft und ihre Zukunft","Nouriel Roubini","Economics"
"5a9d93d2b238e100073c055f","Go Back to Where You Came From","Sasha Polakow-Suransky","Society & Culture, Politics"
"5f23fb7a6cee070007d7bfda","Es lebe der Generalist!","David Epstein","Education, Psychology, Career & Success"
"5a26855fb238e1000635072b","Extreme Ownership","Jocko Willink and Leif Babin","Management & Leadership"
"59b8474db238e10005c1fb21","The Long View","Brian Fetherstonhaugh","Communication Skills, Career & Success"
"53fdb5773762620008840000","Machen wir uns nichts vor!","Nicholas Epley","Psychology, Communication Skills"
"5ea32d376cee070006684271","Lieber Kopf, wir müssen reden","Jennifer Shannon","Psychology"
"56094ad78a14e600090000ea","Who Gets What – and Why","Alvin Roth","Economics"
"5b8c10afb238e100073e7b35","Viva la Vagina!","Nina Brochmann & Ellen Støkken Dahl","Sex & Relationships, Health & Nutrition"
"543395f93437360008360000","Junkyard Planet","Adam Minter","Politics"
"57a8b98e1c2e11000357faa3","Ich bleib so scheiße, wie ich bin","Rebecca Niazi-Shahabi","Motivation & Inspiration"
"5dcace826cee07000744ce11","The Body","Bill Bryson","Science"
"5c5036996cee070007c149f4","Game Over","Hans-Peter Martin","Economics, Politics"
"5800c19d230ff80003a1b7e5","Wie wirklich ist die Wirklichkeit?","Paul Watzlawick","Philosophy, Science"
"584abb8666f3e20004cb68f5","Targeted","Mark Smith ","Marketing & Sales"
"57026bf58fb8ff00070000a5","Eradication","Nancy Leys Stepan","Health & Nutrition"
"560946138a14e600090000b2","The 48 Laws of Power","Robert Greene","Career & Success, Management & Leadership"
"5ce531b56cee0700081dce24","We Are the Nerds","Christine Lagorio-Chafkin","Technology & the Future, Biography & Memoir"
"5e3f83546cee070006a791a9","Digitaldarwinismus","Tom Goodwin","Technology & the Future, Entrepreneurship"
"58d8f7b554572a0004c51760","Am Arsch vorbei geht auch ein Weg","Alexandra Reinwarth","Personal Development"
"50d729c2e4b045383aa45e1f","Erfolg durch positives Denken","Napoleon Hill","Mindfulness & Happiness, Personal Development, Motivation & Inspiration"
"5de8378d6cee070007295067","Permanent Record","Edward Snowden","Biography & Memoir"
"560926e68a14e60009000047","The Ignorant Maestro","Itay Talgam","Management & Leadership"
"5a817cb5b238e100072f7082","The Age of Spiritual Machines","Ray Kurzweil","Technology & the Future"
"5677bc18fba8510007000009","Empire of Illusion","Chris Hedges","Education, Society & Culture"
"558070616232320007670000","Religion for Atheists","Alain de Botton","Religion & Spirituality"
"50d72ad1e4b045383aa45e22","Die Weisheit der Vielen","James Surowiecki","Education, Society & Culture"
"5c3d04f86cee0700074bfec6","Never Lose A Customer Again","Joey Coleman","Marketing & Sales"
"566ffa83cf6aa30007000043","An Invisible Thread","Laura Schroff and Alex Tresniowski","Motivation & Inspiration, Biography & Memoir"
"5ea3299b6cee070006c2e9f2","The Only Little Prayer You Need","Debra Landwehr Engle","Religion & Spirituality, Motivation & Inspiration"
"5681bd45704a880007000069","The Business Romantic","Tim Leberecht","Management & Leadership"
"52e8d6e2363532000c170000","What Would Google Do?","Jeff Jarvis ","Entrepreneurship"
"5a968195b238e100079108bb","What To Do When Machines Do Everything","Malcolm Frank, Paul Roehrig and Ben Pring","Technology & the Future"
"5d05687d6cee0700091f7dd6","The Virgin Way","Richard Branson","Management & Leadership, Biography & Memoir"
"5420831a63656400089f0000","The Immortal Life Of Henrietta Lacks","Rebecca Skloot","Science, Biography & Memoir"
"59773cc1b238e10005084241","Feathers","Thor Hanson","Nature & Environment"
"5e79f97f6cee070007e0dc01","Me and White Supremacy","Layla Saad","Society & Culture"
"59356118b238e100051fdabb","Homo Deus","Yuval Noah Harari","Science, Technology & the Future"
"5b672b4db238e1000785756e","Fit im Schritt","Volker Wittkamp","Health & Nutrition"
"5bfd77066cee070007f92783","The Rise and Fall of the Dinosaurs","Steve Brusatte","Nature & Environment, Science"
"562e33ea38643100074f0000","One Summer","Bill Bryson","Economics, History"
"5684e51620a61d0007000001","Holacracy","Brian J. Robertson","Corporate Culture, Management & Leadership"
"5e70dcd66cee070006e0cdef","Profiles in Corruption","Peter Schweizer","Politics"
"5344481e6432320007010000","The Talent Code","Daniel Coyle","Education, Science, Personal Development"
"5822fa2adf93d80004cc8ac1","Idea to Execution","Ari Meisel and Nick Sonnenberg","Entrepreneurship"
"54e3d412303764000a820000","Living the 80/20 Way","Richard Koch","Career & Success, Motivation & Inspiration"
"5b79cbafb238e100075257bc","Überleben unter Arschlöchern","Robert I. Sutton","Corporate Culture"
"55ac2b8a6536380007000000","Marketing Above the Noise","Linda J. Popky","Marketing & Sales"
"5e3a2c096cee070006ee6ad7","Jenseits von Kohle und Stahl","Lutz Raphael","Economics, History"
"57a8de971c2e11000357fb15","TED Talks","Chris Anderson","Communication Skills"
"57481063c678450003db70d9","Burnout-Kids","Michael Schulte-Markwort","Education, Parenting"
"53444b856432320007070000","The Willpower Instinct","Kelly McGonigal","Psychology, Personal Development"
"5eeca2546cee0700067cc33d","Quantenwelt","Lee Smolin","Science"
"5a098660b238e100065bcccc","Born a Crime","Trevor Noah","Society & Culture, Biography & Memoir"
"5e4d36586cee07000620a067","Lucrezia Borgia","Friederike Hausmann","Biography & Memoir"
"571fbe0589578600031588ad","I Can Hear You Whisper","Lydia Denworth","Science, Health & Nutrition, Communication Skills"
"56afa7f7377c160007000064","As A Man Thinketh","James Allen","Motivation & Inspiration"
"53a9933e6462310007060000","The Twenty-four Hour Mind","Rosalind D. Cartwright","Psychology, Mindfulness & Happiness, Health & Nutrition"
"597f2665b238e10005084460","Sex, Lies, and Handwriting","Michelle Dresbold, with James Kwalwasser","Science"
"561c1a8136356400075e0000","Creative, Inc.","Meg Mateo Ilasco and Joy Deangdeelert Cho","Creativity, Personal Development, Career & Success"
"59a2d8e4b238e10005eeb756","The Monk Who Sold His Ferrari","Robin S. Sharma","Religion & Spirituality"
"587b3f791222e80004bb2674","Der Biophilia-Effekt","Clemens G. Arvay","Health & Nutrition"
"5f802ace6cee07000629e8df","Wean in 15","Joe Wicks","Parenting, Health & Nutrition"
"5799e999e0bc1b000321bcb9","Cod","Mark Kurlansky","Health & Nutrition, Economics, Nature & Environment"
"59e6859eb238e10007a74ff7","Die radikalisierte Gesellschaft","Ernst-Dieter Lantermann","Psychology, Society & Culture, Politics"
"5c1578cf6cee070007d88929","Islam","Karen Armstrong","History"
"5f35ac246cee07000600527a","Neurodharma","Rick Hanson","Psychology, Mindfulness & Happiness, Science"
"58760bc49acc4a0004cf717e","Beyond Willpower","Alexander Loyd","Personal Development"
"53d8b3963930340007170000","Die Geldapokalypse","James Rickards","Economics"
"57d6735a08c9270003b19235","America’s Bank","Roger Lowenstein","Economics"
"59c9049eb238e100052dbec3","100 Things Every Designer Needs to Know About People","Susan M. Weinschenk, Ph.D.","Psychology, Creativity"
"56542eb96362640007800000","Cut Costs Not Corners","Colin Barrow","Money & Investments, Management & Leadership"
"54632b546634660008220000","Dataclysm","Christian Rudder","Technology & the Future"
"54b3a8596466330009270000","Free Will","Sam Harris","Philosophy, Society & Culture"
"5876299a9acc4a0004cf71c3","Business Model Generation","Alexander Osterwalder & Yves Pigneur","Entrepreneurship"
"5e87563f6cee070007bf0576","Das Ende der Mittelschicht","Daniel Goffart","Technology & the Future, Society & Culture, Politics"
"57619f4c0beabd0003161b83","Gutes besser tun","William MacAskill","Economics"
"5bbf433e6cee0700070d6c16","Civilizations","Mary Beard","Religion & Spirituality, History"
"574d71683f079200037a70f9","Wenn Männer mir die Welt erklären","Rebecca Solnit","Society & Culture"
"55512f536332630007fd0000","Eat That Frog!","Brian Tracy","Productivity, Personal Development"
"5754199e3ead360003c8e782","Twitter","Nick Bilton","Management & Leadership, Biography & Memoir"
"5739da7f0366f400033aebd5","Ending Aging","Aubrey de Grey, Ph.D.","Science, Health & Nutrition, Technology & the Future"
"5ec45cb96cee070006ada0e0","Das neue Lernen","Henning Beck","Education, Science"
"55a39ced3738610007070100","The Wealthy Freelancer","Steve Slaunwhite, Pete Savage, Ed Gandia","Money & Investments, Career & Success"
"5f3b000d6cee070006c39b38","The Hidden Brain","Shankar Vedantam","Psychology, Society & Culture"
"55bf57c063646100070f0000","Energy","Vaclav Smil","Nature & Environment"
"54eae8e2393366000a000000","The Little Book of Common Sense Investing","John C. Bogle","Money & Investments"
"54353c836663620008c20000","Bessere Welt","Giacomo Corneo","Society & Culture, Economics, Politics"
"55ac313165363800075b0000","The 15 Commitments of Conscious Leadership","Jim Dethmer, Diana Chapman, Kaley Warner Klemp","Management & Leadership"
"5d9b707f6cee0700082847c5","Everything is Figureoutable","Marie Forleo","Motivation & Inspiration"
"5a2dd1afb238e1000a9f2cd1","A Crack in Creation","Jennifer A. Doudna, Samuel H. Sternberg","Science"
"54d88fd6383963000a140000","Great Work","David Sturt","Career & Success, Entrepreneurship"
"5e3783db6cee07000682a784","Podcasting Marketing Strategy","Daniel Rowles and Ciaran Rogers","Marketing & Sales, Entrepreneurship"
"596caa5fb238e1000517dcd8","Deep Nutrition","Catherine Shanahan, M.D., Luke Shanahan","Health & Nutrition"
"543e75243065650008400000","Crisis in the Eurozone","Costas Lapavitsas and others","Economics"
"5b8fc66eb238e10007f3a7fc","Befreit","Tara Westover","Education, Biography & Memoir"
"59bfab7ab238e10005c1fbe1","Empire of Cotton","Sven Beckert","Economics"
"5c2caf276cee070008e7a934","Big Mistakes","Michael Batnick","Money & Investments"
"5d3ccfee6cee070008098135","Feedback (and Other Dirty Words)","M. Tamra Chandler and Laura Dowling Grealish","Communication Skills"
"51483e8fe4b0f71597bd1359","Linchpin","Seth Godin","Corporate Culture, Career & Success"
"57f2911b90bf6100031a3f9c","Disrupted","Dan Lyons","Entrepreneurship"
"5f0850166cee07000616724a","The Fifth Discipline","Peter M. Senge","Corporate Culture, Management & Leadership"
"5f2d272f6cee07000669b5d8","Living Forward","Michael Hyatt and Daniel Harkavy","Productivity, Personal Development"
"53a14cce3234620007140000","Moonwalking with Einstein","Joshua Foer","Psychology, Personal Development"
"59f6ed7fb238e10006f607b0","The Spider Network","David Enrich","Money & Investments, Biography & Memoir"
"54cf907e323335000a5e0000","The Gifts of Imperfection","Brené Brown","Mindfulness & Happiness"
"5b0cba18b238e1000740dca0","It’s Not How Good You Are, It’s How Good You Want to Be","Paul Arden","Marketing & Sales, Career & Success"
"570a1fde8b5d6e000300012e","Bourbon Empire","Reid Mitenbuler","Economics"
"52b87e133737660012000000","Winning","Jack Welch with Suzy Welch","Motivation & Inspiration, Management & Leadership"
"5e9065296cee0700061cc549","How to Have a Happy Hustle","Bec Evans","Entrepreneurship"
"5ca323b26cee070007a59346","The Big Nine","Amy Webb","Technology & the Future"
"575011527bea3d0003c715ce","Tubes","Andrew Blum","Science, Technology & the Future"
"57179bca3f35690007554dcb","I Wear the Black Hat","Chuck Klosterman","Psychology, Society & Culture"
"58863b545806db0004d7ff4b","What’s Going on in There?","Lise Eliot","Psychology, Parenting"
"5460dd3331363000088e0000","10% Happier","Dan Harris","Mindfulness & Happiness, Personal Development"
"5918c5f3b238e100066a4e5e","Steve Jobs","Walter Isaacson","Biography & Memoir"
"59bf8612b238e100052dbd46","Aus kontrolliertem Raubbau","Kathrin Hartmann","Nature & Environment, Economics, Politics"
"54eaecb1393366000a210000","Twelve Steps to a Compassionate Life","Karen Armstrong","Sex & Relationships, Motivation & Inspiration"
"59034d71b238e10008b85672","Genghis Khan and the Making of the Modern World","Jack Weatherford","History"
"56c43e4f11c249000700000e","Die Macht der Geographie","Tim Marshall","Economics, Politics"
"5575960f39356100073b0000","Gutenberg the Geek","Jeff Jarvis","History, Entrepreneurship"
"5416bf593861300008410000","Secrets of Dynamic Communication","Ken Davis","Communication Skills, Career & Success"
"5d9dd1c36cee0700074e274d","Die revolutionäre Kraft des Fühlens","Maria Sanchez","Psychology"
"5ce2986f6cee0700086aa4fa","test test test","Sophia Amoruso","Parenting"
"5ee756ea6cee070006cf0452","test test test","test",
"57925072b3b9b300032e8107","Wenn es hart auf hart kommt","Ben Horowitz","Entrepreneurship"
"55fffd1d615cd1000900009e","The 8th Habit","Stephen R. Covey","Career & Success"
"534ed5a365316600077d0000","Justice","Michael J. Sandel","Philosophy, Society & Culture"
"55b7e5193235390007670000","Lassen Sie Ihr Hirn nicht unbeaufsichtigt!","Christiane Stenger","Psychology, Personal Development"
"57e6b9a7afd7bf0003b704f7","Orbiting the Giant Hairball","Gordon MacKenzie","Creativity, Corporate Culture, Management & Leadership"
"5f23f8dc6cee070007d7bfcd","Trust First","Bruce Deel with Sara Grace","Society & Culture, Motivation & Inspiration, Biography & Memoir"
"570973fe8b5d6e0003000081","Geben und Nehmen","Adam Grant","Psychology, Career & Success"
"5ad1f0f8b238e10006b904b8","Factfulness","Hans Rosling, Ola Rosling, Anna Rosling Rönnlund","Society & Culture"
"56661168cb2fee0007000028","Frontier Justice","Andy Lamey","Society & Culture, Politics"
"5d5bcf2b6cee0700075bd350","The Unwinding of the Miracle","Julie Yip-Williams","Biography & Memoir"
"5be2fe806cee070007454c1a","Die Cappuccino-Strategie","Marc A. Pletzer","Psychology, Personal Development"
"5b39a75ab238e10007ffd9a8","Work-Life-Bullshit","Thomas Vašek","Society & Culture, Career & Success"
"5d34a6e26cee07000859bcd5","Radical Technologies","Adam Greenfield","Technology & the Future"
"56376e5b62346500073a0000","Anleitung zum Unglücklichsein","Paul Watzlawick","Mindfulness & Happiness, Communication Skills"
"565425406362640007610000","Zen and the Art of Motorcycle Maintenance","Robert Pirsig","Philosophy"
"574ffef37bea3d0003c71575","Cosmosapiens","John Hands","Science, History"
"5f69d7736cee0700061eb609","Myanmar's Enemy Within","Francis Wade","Religion & Spirituality, Society & Culture, History"
"5d50585e6cee0700071a3a70","Entscheiden ist einfach","Philip Meissner","Personal Development"
"53aa7cb43263390007000000","The Burning Question","Mike Berners-Lee and Duncan Clark","Nature & Environment, Politics"
"5b528e98b238e1000718d630","Die Kunst, über Geld nachzudenken","André Kostolany","Money & Investments"
"541029183635620008460000","Personality","Daniel Nettle","Psychology, Personal Development"
"5270c53ec980c9b400000001","Meine Marke","Hermann H. Wala","Marketing & Sales, Entrepreneurship"
"54f57f4c623735000a330000","The Wealth of Nations","Adam Smith","Economics"
"56a6ad35fb7e87000700001a","Rain","Cynthia Barnett","Nature & Environment"
"5a0981c5b238e1000655ceca","Thank You for Being Late","Thomas L. Friedman","Economics"
"5ec461cf6cee070006b2fc8f","Zeit der Zauberer","Wolfram Eilenberger","Philosophy, History"
"5746b709b49ff200039c4d58","Atomic Accidents","James Mahaffey","Technology & the Future, History"
"555b0b2a6135330007590000","Vertrieb geht heute anders","Andreas Buhr","Marketing & Sales"
"57ee3aea216b4e00033a7d9a","Die Bernsteinstraße","Gisela Graichen & Alexander Hesse","History"
"54198ab16439610008520000","Top Secret America","Dana Priest and William M. Arkin","Technology & the Future, Society & Culture"
"5d80c7a86cee070007d55334","Gelassen durch den Alltag","Oliver Petersen","Mindfulness & Happiness, Religion & Spirituality"
"5f43d4126cee070006d1dca6","Wildes Wissen","Anders Indset","Philosophy, Management & Leadership"
"54a9903762333200097e0000","Millennial Money","Patrick O’Shaughnessy","Money & Investments"
"5aa7cc0cb238e100071c837b","Radical Acceptance","Tara Brach","Mindfulness & Happiness"
"5a9a9d98b238e1000882843c","Babyjahre","Remo H. Largo","Parenting"
"56125211fd22820009000018","Marissa Mayer and the Fight to Save Yahoo!","Nicholas Carlson","Management & Leadership"
"5cee52166cee0700070a588b","Why I Am a Hindu","Shashi Tharoor","Religion & Spirituality"
"5ba81485862c430007123430","Change mich am Arsch","Axel Koch","Corporate Culture, Management & Leadership"
"5e1f6cb96cee070009f23b30","The Unfair Advantage","Ash Ali & Hasan Kubba","Entrepreneurship"
"5dfcc5016cee0700087f9810","Warum ich nicht länger mit Weißen über Hautfarbe spreche","Reni Eddo-Lodge","Society & Culture"
"530cbcf53533320008440000","Schnelles Denken, langsames Denken","Daniel Kahneman","Psychology"
"555130be6332630007180100","Eat that Frog","Brian Tracy","Productivity, Personal Development"
"58723c206267350004ccacf5","Die Uhr, die nicht tickt","Sarah Diehl","Society & Culture"
"56a6ae35fb7e87000700001f","And the Good News Is...","Dana Perino","Biography & Memoir"
"530c992634623100088e0000","Bounce","Matthew Syed","Science, Career & Success, Motivation & Inspiration"
"5318a0c36336370008050000","Verletzlichkeit macht stark","Brené Brown","Psychology, Personal Development, Sex & Relationships"
"5e6505226cee07000601bcaf","The War on Normal People","Andrew Yang","Technology & the Future, Economics, Politics"
"5c87b3e16cee070007972d70","A Short History of Brexit","Kevin O’Rourke","Politics"
"5ebd09506cee07000681b0b3","The Things You Can See Only When You Slow Down","Haemin Sunim","Mindfulness & Happiness"
"53444ab46432320007050000","The Power of Less","Leo Babauta","Productivity, Motivation & Inspiration"
"5dd7df416cee070008bc9223","Messengers","Stephen Martin and Joseph Marks ","Psychology, Communication Skills"
"5534fdaa6638630007960000","The Zero Marginal Cost Society","Jeremy Rifkin","Economics"
"5bcca76d6cee070007879fad","Deep Thinking","Garry Kasparov","Creativity, Technology & the Future"
"5af86f89b238e100073a2249","The Influential Mind","Tali Sharot","Psychology"
"5a35c4a4b238e1000633a30b","The American Presidency","Charles O. Jones","Politics"
"5bdf700b6cee070007da46d8","Adolf Hitler","Hans-Ulrich Thamer","Biography & Memoir"
"54f59ff6623735000a850000","Start-Up Nation","Dan Senor and Saul Singer","Entrepreneurship"
"56fee6ee7e4784000700001b","The Paleo Manifesto","John Durant","Health & Nutrition"
"557599f739356100074e0000","Learn or Die","Edward D. Hess","Education, Corporate Culture, Management & Leadership"
"533ae3593430340007090000","Your Brain at Work","David Rock","Psychology, Productivity"
"559bc0473966610007220000","Leviathan","Thomas Hobbes","Philosophy, Politics"
"58fc90c9a6d7cf0004aeb8e6","Längengrad","Dava Sobel","Science, History"
"5a2ffe45b238e10007a0de7b","Learn Better","Ulrich Boser","Education, Personal Development"
"529ef1443632620014080000","Befreiung vom Überfluss","Niko Paech","Society & Culture"
"575935c3496d1c0003e86299","How the World Sees You","Sally Hogshead","Personal Development, Communication Skills"
"542bfd7a62383100082c0000","The Success Principles","Jack Canfield","Career & Success"
"58aadac38e98580004e55686","The Orderly Conversation","Dale Ludwig and Greg Owen-Boger","Communication Skills"
"565c83b99906750007000076","A Long Way Gone","Ishmael Beah","Biography & Memoir"
"55a38f5b37386100078a0000","Do the KIND Thing","Daniel Lubetzky","Biography & Memoir, Entrepreneurship"
"5bbcde6e6cee0700070d6bf5","Fit for Growth","Vinay Couto, John Plansky and Deniz Caglar","Management & Leadership"
"548f033a6532350009ef0000","Social Physics","Alex Pentland","Science, Society & Culture"
"5ba215ac862c430007e4945d","The Tangled Tree","David Quammen","Science"
"5db861ad6cee0700087a3c5f","Erziehen ohne Schimpfen","Nicola Schmidt","Parenting"
"57c94f0708dc1b000317fe8b","Gewaltfreie Kommunikation","Marshall B. Rosenberg","Psychology, Communication Skills"
"572c63f1d77ba6000351702f","Emotional Blackmail","Susan Forward, PhD, with Donna Frazier","Psychology, Sex & Relationships"
"533b11b13961370007710000","Der Vorteil","Patrick Lencioni","Corporate Culture, Management & Leadership"
"5417e6fc6362610008040000","Zero to One","Peter Thiel mit Blake Masters","Management & Leadership, Entrepreneurship"
"5437b5f534363300082e0000","Der Minuten Manager","Kenneth H. Blanchard & Spencer Johnson","Productivity"
"5cf2a4886cee070007e047c9","Fische, die auf Bäume klettern","Sebastian Fitzek","Motivation & Inspiration, Biography & Memoir"
"581d9cad7882c20003e52c3c","Die 7 Geheimnisse der Schildkröte","Aljoscha Long & Ronald Schweppe","Mindfulness & Happiness, Motivation & Inspiration"
"5919b89eb238e1000736bc4c","Syrien verstehen","Gerhard Schweizer","Politics, History"
"56fa9fe5df81420007000056","Orientalismus","Edward W. Said","Society & Culture, History"
"5a7ad0ebb238e10006541256","Die Blockchain-Revolution","Don Tapscott & Alex Tapscott","Technology & the Future, Economics"
